,director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name,combined
4902,Tom Tykwer,Sebastian Schipper,ComedyDramaRomance,Devid Striesow,3,Sophie Rois,Tom Tykwer Sebastian Schipper ComedyDramaRomance Devid Striesow Sophie Rois
4903,Sherman Alexie,Leo Rossi,DramaMusic,William Joseph Elk III,The Business of Fancydancing,Cynthia Geary,Sherman Alexie Leo Rossi DramaMusic William Joseph Elk III Cynthia Geary
4904,Justin Dillon,Natasha Bedingfield,DocumentaryHistoryMusic,Matisyahu,Call + Response,Madeleine Albright,Justin Dillon Natasha Bedingfield DocumentaryHistoryMusic Matisyahu Madeleine Albright
4905,Steven Soderbergh,David Costabile,CrimeDramaThriller,Channing Tatum,Side Effects,Katie Lowes,Steven Soderbergh David Costabile CrimeDramaThriller Channing Tatum Katie Lowes
4906,Stevan Mena,Stevan Mena,CrimeHorrorMysteryThriller,R. Brandon Johnson,Malevolence,Richard Glover,Stevan Mena Stevan Mena CrimeHorrorMysteryThriller R. Brandon Johnson Richard Glover
4907,Adam Rifkin,Adam Rifkin,ComedyDrama,Marri Savinar,Shooting the Warwicks,Bethany Blakey,Adam Rifkin Adam Rifkin ComedyDrama Marri Savinar Bethany Blakey
4908,Eric Valette,Ryan Kennedy,HorrorSci-FiThriller,Melanie Papalia,Super Hybrid,John Reardon,Eric Valette Ryan Kennedy HorrorSci-FiThriller Melanie Papalia John Reardon
4909,Jay Duplass,Jennifer Lafleur,ComedyDramaHorrorRomance,Greta Gerwig,Baghead,Elise Muller,Jay Duplass Jennifer Lafleur ComedyDramaHorrorRomance Greta Gerwig Elise Muller
4910,Livingston Oden,Victoria Lachelle,ComedyHorrorMysteryThriller,Susan Chambers,Solitude,Ali Daniels,Livingston Oden Victoria Lachelle ComedyHorrorMysteryThriller Susan Chambers Ali Daniels
4911,Chris Marker,Bertrand Cantat,Documentary,Marina Vlady,The Case of the Grinning Cat,Léon Schwartzenberg,Chris Marker Bertrand Cantat Documentary Marina Vlady Léon Schwartzenberg
4912,Carl Theodor Dreyer,Sylvia Eckhausen,DramaFantasy,Hanne Aagesen,Ordet,Ejner Federspiel,Carl Theodor Dreyer Sylvia Eckhausen DramaFantasy Hanne Aagesen Ejner Federspiel
4913,Marianna Palka,Martin Starr,ComedyDramaRomance,Bryce Dallas Howard,Good Dick,Jason Ritter,Marianna Palka Martin Starr ComedyDramaRomance Bryce Dallas Howard Jason Ritter
4914,Richard Schenkman,John Billingsley,DramaRomanceSci-Fi,William Katt,The Man from Earth,David Lee Smith,Richard Schenkman John Billingsley DramaRomanceSci-Fi William Katt David Lee Smith
4915,Ricki Stern,Evelyn Jefferson,CrimeDocumentary,Darryl Hunt,The Trials of Darryl Hunt,John Reeves,Ricki Stern Evelyn Jefferson CrimeDocumentary Darryl Hunt John Reeves
4916,Nadia Tass,Jordan Bridges,DramaFamily,Mia Farrow,An American Girl Holiday,Bruce Gooch,Nadia Tass Jordan Bridges DramaFamily Mia Farrow Bruce Gooch
4917,James Kerwin,Chase Masterson,DramaMusicMysteryRomanceSci-Fi,John Newton,Yesterday Was a Lie,H.M. Wynant,James Kerwin Chase Masterson DramaMusicMysteryRomanceSci-Fi John Newton H.M. Wynant
4918,C. Fraser Press,Robert Turano,ComedyDramaMusic,Elaine Bromka,Theresa Is a Mother,Matthew Gumley,C. Fraser Press Robert Turano ComedyDramaMusic Elaine Bromka Matthew Gumley
4919,Rania Attieh,Robin Bartlett,DramaSci-FiThriller,Paul Hickert,H.,Rebecca Dayan,Rania Attieh Robin Bartlett DramaSci-FiThriller Paul Hickert Rebecca Dayan
4920,Sharon Greytak,Alex Emanuel,Drama,Sally Kirkland,Archaeology of a Woman,Elaine Bromka,Sharon Greytak Alex Emanuel Drama Sally Kirkland Elaine Bromka
4921,Majid Majidi,Amir Farrokh Hashemian,DramaFamily,Bahare Seddiqi,Children of Heaven,Mohammad Amir Naji,Majid Majidi Amir Farrokh Hashemian DramaFamily Bahare Seddiqi Mohammad Amir Naji
4922,Andrew Haigh,Chris New,DramaRomance,Tom Cullen,Weekend,Vauxhall Jermaine,Andrew Haigh Chris New DramaRomance Tom Cullen Vauxhall Jermaine
4923,Spike Lee,Joie Lee,ComedyRomance,S. Epatha Merkerson,She's Gotta Have It,Tracy Camilla Johns,Spike Lee Joie Lee ComedyRomance S. Epatha Merkerson Tracy Camilla Johns
4924,Cary Bell,Stacie Evans,Documentary,Abigail Evans,Butterfly Girl,Emily Gorell,Cary Bell Stacie Evans Documentary Abigail Evans Emily Gorell
4925,Nicolae Constantin Tanase,Ana Maria Guran,Drama,Iulia Ciochina,The World Is Mine,Ana Vatamanu,Nicolae Constantin Tanase Ana Maria Guran Drama Iulia Ciochina Ana Vatamanu
4926,Mike Cahill,William Mapother,DramaRomanceSci-Fi,Robin Lord Taylor,Another Earth,Flint Beverage,Mike Cahill William Mapother DramaRomanceSci-Fi Robin Lord Taylor Flint Beverage
4927,Jason Stone,Ellen Burstyn,Thriller,Topher Grace,The Calling,Christopher Heyerdahl,Jason Stone Ellen Burstyn Thriller Topher Grace Christopher Heyerdahl
4928,Melvin Van Peebles,Mario Van Peebles,CrimeDramaThriller,John Amos,Sweet Sweetback's Baadasssss Song,Melvin Van Peebles,Melvin Van Peebles Mario Van Peebles CrimeDramaThriller John Amos Melvin Van Peebles
4929,Ken Roht,Joe Lev,Drama,Charla Cochran,Perfect Cowboy,Sienna Beckman,Ken Roht Joe Lev Drama Charla Cochran Sienna Beckman
4930,Gary Winick,Aaron Stanford,ComedyDramaRomance,Bebe Neuwirth,Tadpole,Ron Rifkin,Gary Winick Aaron Stanford ComedyDramaRomance Bebe Neuwirth Ron Rifkin
4931,John Carney,Markéta Irglová,DramaMusicRomance,Glen Hansard,Once,Darren Healy,John Carney Markéta Irglová DramaMusicRomance Glen Hansard Darren Healy
4932,Robinson Devor,Eugene Roche,Comedy,Marilyn Rising,The Woman Chaser,Max Kerstein,Robinson Devor Eugene Roche Comedy Marilyn Rising Max Kerstein
4933,Michel Orion Scott,Rowan Isaacson,Documentary,Temple Grandin,The Horse Boy,Simon Baron-Cohen,Michel Orion Scott Rowan Isaacson Documentary Temple Grandin Simon Baron-Cohen
4934,Pat Holden,Martin Compston,Horror,Alan Brent,When the Lights Went Out,Kate Ashfield,Pat Holden Martin Compston Horror Alan Brent Kate Ashfield
4935,Eric Bugbee,Bill Allen,ActionDramaSport,Joel Moody,Heroes of Dirt,Lia Tucker,Eric Bugbee Bill Allen ActionDramaSport Joel Moody Lia Tucker
4936,Tobe Hooper,Edwin Neal,HorrorThriller,Gunnar Hansen,The Texas Chain Saw Massacre,Marilyn Burns,Tobe Hooper Edwin Neal HorrorThriller Gunnar Hansen Marilyn Burns
4937,Bill Melendez,Bill Melendez,AnimationComedyFamily,Peter Robbins,A Charlie Brown Christmas,Christopher Shea,Bill Melendez Bill Melendez AnimationComedyFamily Peter Robbins Christopher Shea
4938,Dena Seidel,Hugh Ducklow,AdventureDocumentary,Naderev Sano,Antarctic Edge: 70° South,Mike Brett,Dena Seidel Hugh Ducklow AdventureDocumentary Naderev Sano Mike Brett
4939,Deborah Anderson,Jesse Jane,Documentary,Lisa Ann,Aroused,Kayden Kross,Deborah Anderson Jesse Jane Documentary Lisa Ann Kayden Kross
4940,Sara Newens,Xinhua Jiang,Documentary,Ariel Hsing,Top Spin,Michael Landers,Sara Newens Xinhua Jiang Documentary Ariel Hsing Michael Landers
4941,Michael Moore,Pat Boone,Documentary,Michael Moore,Roger & Me,Bob Eubanks,Michael Moore Pat Boone Documentary Michael Moore Bob Eubanks
4942,Paul Schrader,Ruby Dee,FantasyHorrorThriller,Ed Begley Jr.,Cat People,John Heard,Paul Schrader Ruby Dee FantasyHorrorThriller Ed Begley Jr. John Heard
4943,Sai Varadan,Hassan Johnson,Drama,J.D. Williams,An American in Hollywood,Samantha Esteban,Sai Varadan Hassan Johnson Drama J.D. Williams Samantha Esteban
4944,Zal Batmanglij,James Urbaniak,DramaMysterySci-FiThriller,Christopher Denham,Sound of My Voice,Constance Wu,Zal Batmanglij James Urbaniak DramaMysterySci-FiThriller Christopher Denham Constance Wu
4947,Lynn Shelton,Mike Birbiglia,ComedyDrama,Mark Duplass,Your Sister's Sister,Mel Eslyn,Lynn Shelton Mike Birbiglia ComedyDrama Mark Duplass Mel Eslyn
4949,David Hewlett,David Hewlett,Comedy,Christopher Judge,A Dog's Breakfast,Paul McGillion,David Hewlett David Hewlett Comedy Christopher Judge Paul McGillion
4950,David Hewlett,David Hewlett,Comedy,Christopher Judge,A Dog's Breakfast,Paul McGillion,David Hewlett David Hewlett Comedy Christopher Judge Paul McGillion
4951,George A. Romero,Duane Jones,DramaHorrorMystery,Judith O'Dea,Night of the Living Dead,S. William Hinzman,George A. Romero Duane Jones DramaHorrorMystery Judith O'Dea S. William Hinzman
4952,Jean-Luc Godard,Macha Méril,Drama,Philippe Leroy,Une Femme Mariée,Rita Maiden,Jean-Luc Godard Macha Méril Drama Philippe Leroy Rita Maiden
4953,Nate Parker,Nate Parker,BiographyDrama,Jason Stuart,The Birth of a Nation,Aunjanue Ellis,Nate Parker Nate Parker BiographyDrama Jason Stuart Aunjanue Ellis
4954,Nathan Smith Jones,Frank Gerrish,Comedy,Richard Moll,The Work and the Story,Christopher Robin Miller,Nathan Smith Jones Frank Gerrish Comedy Richard Moll Christopher Robin Miller
4955,Alex Kendrick,Erin Bethea,DramaSport,Alex Kendrick,Facing the Giants,Shannen Fields,Alex Kendrick Erin Bethea DramaSport Alex Kendrick Shannen Fields
4956,Travis Cluff,Cassidy Gifford,HorrorThriller,Pfeifer Brown,The Gallows,Reese Mishler,Travis Cluff Cassidy Gifford HorrorThriller Pfeifer Brown Reese Mishler
4957,David Lynch,Jack Nance,FantasyHorrorSci-Fi,Hal Landon Jr.,Eraserhead,Charlotte Stewart,David Lynch Jack Nance FantasyHorrorSci-Fi Hal Landon Jr. Charlotte Stewart
4958,Harry F. Millarde,Johnnie Walker,CrimeDrama,Stephen Carr,Over the Hill to the Poorhouse,Mary Carr,Harry F. Millarde Johnnie Walker CrimeDrama Stephen Carr Mary Carr
4959,Robert Townsend,Keenen Ivory Wayans,Comedy,Robert Townsend,Hollywood Shuffle,Helen Martin,Robert Townsend Keenen Ivory Wayans Comedy Robert Townsend Helen Martin
4960,Peter Chelsom,Elden Henson,ComedyDrama,Kieran Culkin,The Mighty,Gena Rowlands,Peter Chelsom Elden Henson ComedyDrama Kieran Culkin Gena Rowlands
4961,Jamaa Fanaka,Chuck Mitchell,CrimeDramaSport,Leon Isaac Kennedy,Penitentiary,Wilbur 'Hi-Fi' White,Jamaa Fanaka Chuck Mitchell CrimeDramaSport Leon Isaac Kennedy Wilbur 'Hi-Fi' White
4962,Larry Blamire,Brian Howe,ComedyHorrorSci-Fi,Fay Masterson,The Lost Skeleton of Cadavra,Larry Blamire,Larry Blamire Brian Howe ComedyHorrorSci-Fi Fay Masterson Larry Blamire
4963,Stephen Langford,Gabriela Castillo,Family,Kevin P. Farley,"Dude, Where's My Dog?!",Brandon Middleton,Stephen Langford Gabriela Castillo Family Kevin P. Farley Brandon Middleton
4964,E.L. Katz,Ethan Embry,ComedyCrimeDramaHorrorThriller,Brighton Sharbino,Cheap Thrills,Elissa Dowling,E.L. Katz Ethan Embry ComedyCrimeDramaHorrorThriller Brighton Sharbino Elissa Dowling
4965,Lisanne Pajot,Edmund McMillen,Documentary,Jonathan Blow,Indie Game: The Movie,Phil Fish,Lisanne Pajot Edmund McMillen Documentary Jonathan Blow Phil Fish
4966,Dan Reed,Adam Rayner,Thriller,Danny Dyer,Closure,Ralph Brown,Dan Reed Adam Rayner Thriller Danny Dyer Ralph Brown
4967,John Reinhardt,John Ireland,CrimeDrama,Sheldon Leonard,Open Secret,Arthur O'Connell,John Reinhardt John Ireland CrimeDrama Sheldon Leonard Arthur O'Connell
4968,Patrick Ryan Sims,Hugh Mun,ActionDramaSci-FiThriller,Claire Gordon-Harper,Echo Dr.,Johnathan Hurley,Patrick Ryan Sims Hugh Mun ActionDramaSci-FiThriller Claire Gordon-Harper Johnathan Hurley
4969,Laslo Benedek,Trevor Howard,CrimeHorrorThriller,Liv Ullmann,The Night Visitor,Andrew Keir,Laslo Benedek Trevor Howard CrimeHorrorThriller Liv Ullmann Andrew Keir
4970,Jason Miller,Dottie Alexander,BiographyDocumentaryMusic,Jon Brion,The Past is a Grotesque Animal,David Barnes,Jason Miller Dottie Alexander BiographyDocumentaryMusic Jon Brion David Barnes
4971,Dennis Iliadis,Monica Potter,CrimeHorrorThriller,Tony Goldwyn,The Last House on the Left,Martha MacIsaac,Dennis Iliadis Monica Potter CrimeHorrorThriller Tony Goldwyn Martha MacIsaac
4972,Sut Jhally,Seth Ackerman,Documentary,Noam Chomsky,"Peace, Propaganda & the Promised Land",Arik Ascherman,Sut Jhally Seth Ackerman Documentary Noam Chomsky Arik Ascherman
4973,Darren Aronofsky,Clint Mansell,DramaMysteryThriller,Mark Margolis,Pi,Stanley B. Herman,Darren Aronofsky Clint Mansell DramaMysteryThriller Mark Margolis Stanley B. Herman
4974,Julie Davis,Meredith Scott Lynn,ComedyRomance,Jack McGee,"I Love You, Don't Touch Me!",Tim DeZarn,Julie Davis Meredith Scott Lynn ComedyRomance Jack McGee Tim DeZarn
4975,Myles Berkowitz,Tom Ardavany,BiographyComedyRomance,Tia Carrere,20 Dates,Robert McKee,Myles Berkowitz Tom Ardavany BiographyComedyRomance Tia Carrere Robert McKee
4976,Brett Piper,Steve Diasparra,ActionSci-FiThriller,Michelle Simone Miller,Queen Crab,A.J. DeLucia,Brett Piper Steve Diasparra ActionSci-FiThriller Michelle Simone Miller A.J. DeLucia
4977,Morgan Spurlock,Amanda Kearsan,ComedyDocumentaryDrama,Chemeeka Walker,Super Size Me,Amelia Giancarlo,Morgan Spurlock Amanda Kearsan ComedyDocumentaryDrama Chemeeka Walker Amelia Giancarlo
4978,Brandon Trost,Sean Whalen,Comedy,Clifton Collins Jr.,The FP,James DeBello,Brandon Trost Sean Whalen Comedy Clifton Collins Jr. James DeBello
4979,Joe Swanberg,Lena Dunham,ComedyDrama,Anna Kendrick,Happy Christmas,Mark Webber,Joe Swanberg Lena Dunham ComedyDrama Anna Kendrick Mark Webber
4980,Joseph Green,Jason Evers,HorrorSci-Fi,Virginia Leith,The Brain That Wouldn't Die,Bruce Kerr,Joseph Green Jason Evers HorrorSci-Fi Virginia Leith Bruce Kerr
4981,Wade Gasque,Vincent Duvall,Drama,Ty Parker,Tiger Orange,Loanne Bishop,Wade Gasque Vincent Duvall Drama Ty Parker Loanne Bishop
4982,Daniel Schechter,Kevin Corrigan,Comedy,Lena Dunham,Supporting Characters,Alex Karpovsky,Daniel Schechter Kevin Corrigan Comedy Lena Dunham Alex Karpovsky
4983,Mike Flanagan,Courtney Bell,DramaHorrorMystery,Justin Gordon,Absentia,Erin Cipolletti,Mike Flanagan Courtney Bell DramaHorrorMystery Justin Gordon Erin Cipolletti
4984,Edward Burns,Michael McGlone,ComedyDramaRomance,Shari Albert,The Brothers McMullen,Maxine Bahns,Edward Burns Michael McGlone ComedyDramaRomance Shari Albert Maxine Bahns
4985,Matt Johnson,Shailene Garnett,CrimeDramaThriller,Paul Daniel Ayotte,The Dirties,Matt Johnson,Matt Johnson Shailene Garnett CrimeDramaThriller Paul Daniel Ayotte Matt Johnson
4986,Bruno Barreto,Sonia Braga,ComedyDramaRomance,Marcello Mastroianni,Gabriela,Joffre Soares,Bruno Barreto Sonia Braga ComedyDramaRomance Marcello Mastroianni Joffre Soares
4987,Lena Dunham,Merritt Wever,ComedyDramaRomance,Lena Dunham,Tiny Furniture,Jemima Kirke,Lena Dunham Merritt Wever ComedyDramaRomance Lena Dunham Jemima Kirke
4988,Terron R. Parsons,Jeremy Sande,CrimeDramaHorror,Richard Tyson,Hayride,Corlandos Scott,Terron R. Parsons Jeremy Sande CrimeDramaHorror Richard Tyson Corlandos Scott
4989,Daniel Mellitz,Chelse Swain,ComedyDrama,Corbin Bernsen,The Naked Ape,Amanda MacDonald,Daniel Mellitz Chelse Swain ComedyDrama Corbin Bernsen Amanda MacDonald
4991,Andrew Leman,David Mersault,FantasyHorrorMysteryThriller,Dan Novy,The Call of Cthulhu,Barry Lynch,Andrew Leman David Mersault FantasyHorrorMysteryThriller Dan Novy Barry Lynch
4993,William Eubank,Olivia Cooke,Sci-FiThriller,Lin Shaye,The Signal,Beau Knapp,William Eubank Olivia Cooke Sci-FiThriller Lin Shaye Beau Knapp
4994,Patrick Meaney,Greg Aronowitz,BiographyDocumentary,Taliesin Jaffe,The Image Revolution,Jeff Dowd,Patrick Meaney Greg Aronowitz BiographyDocumentary Taliesin Jaffe Jeff Dowd
4995,Chad Hartigan,Paul Eenhoorn,Drama,Jan Haley,This Is Martin Bonner,Demetrius Grosse,Chad Hartigan Paul Eenhoorn Drama Jan Haley Demetrius Grosse
4996,Malcolm Goodwin,Jon Gries,Comedy,Katrina Bowden,A True Story,Kelen Coleman,Malcolm Goodwin Jon Gries Comedy Katrina Bowden Kelen Coleman
4997,David Gordon Green,Eddie Rouse,Drama,Paul Schneider,George Washington,Damian Jewan Lee,David Gordon Green Eddie Rouse Drama Paul Schneider Damian Jewan Lee
4998,Kevin Jordan,Christa Miller,ComedyRomance,Derick Martini,Smiling Fish & Goat on Fire,Ion Overman,Kevin Jordan Christa Miller ComedyRomance Derick Martini Ion Overman
4999,Kirk Loudon,Johnny Walter,DramaSci-FiThriller,Barry Corbin,Dawn of the Crescent Moon,Shiree Nelson,Kirk Loudon Johnny Walter DramaSci-FiThriller Barry Corbin Shiree Nelson
5000,Travis Legge,Patricia Raven,Horror,Elissa Dowling,Raymond Did It,Lindsay Felton,Travis Legge Patricia Raven Horror Elissa Dowling Lindsay Felton
5001,Martin Scorsese,Levon Helm,DocumentaryMusic,Ringo Starr,The Last Waltz,Bob Dylan,Martin Scorsese Levon Helm DocumentaryMusic Ringo Starr Bob Dylan
5002,Collin Joseph Neal,Thomas Brophy,HorrorThriller,Julianne Gabert,"Run, Hide, Die",Ronee Collins,Collin Joseph Neal Thomas Brophy HorrorThriller Julianne Gabert Ronee Collins
5003,Bradley Rust Gray,Mark Rendall,Drama,Zoe Kazan,The Exploding Girl,Jordan Scovel,Bradley Rust Gray Mark Rendall Drama Zoe Kazan Jordan Scovel
5004,Mike Bruce,Kirpatrick Thomas,Western,Joseph Campanella,The Legend of God's Gun,Christian Anderson,Mike Bruce Kirpatrick Thomas Western Joseph Campanella Christian Anderson
5005,Andrew Bujalski,Kate Dollenmayer,Comedy,Andrew Bujalski,Mutual Appreciation,Justin Rice,Andrew Bujalski Kate Dollenmayer Comedy Andrew Bujalski Justin Rice
5006,Damir Catic,Ron Gelner,Horror,Nichole Ceballos,Her Cry: La Llorona Investigation,Parker Riggs,Damir Catic Ron Gelner Horror Nichole Ceballos Parker Riggs
5007,Ben Wheatley,Tony Way,ComedyCrimeDrama,Michael Smiley,Down Terrace,David Schaal,Ben Wheatley Tony Way ComedyCrimeDrama Michael Smiley David Schaal
5008,Kevin Smith,Brian O'Halloran,Comedy,Jason Mewes,Clerks,Jeff Anderson,Kevin Smith Brian O'Halloran Comedy Jason Mewes Jeff Anderson
5010,Andrew Bujalski,Kate Dollenmayer,ComedyDrama,Andrew Bujalski,Funny Ha Ha,Justin Rice,Andrew Bujalski Kate Dollenmayer ComedyDrama Andrew Bujalski Justin Rice
5011,Neil LaBute,Matt Malloy,ComedyDrama,Stacy Edwards,In the Company of Men,Jason Dixie,Neil LaBute Matt Malloy ComedyDrama Stacy Edwards Jason Dixie
5012,David Ayer,Martin Donovan,ActionCrimeDramaThriller,Mireille Enos,Sabotage,Maurice Compte,David Ayer Martin Donovan ActionCrimeDramaThriller Mireille Enos Maurice Compte
5013,Eric Eason,Panchito Gómez,DramaFamily,Franky G,Manito,Casper Martinez,Eric Eason Panchito Gómez DramaFamily Franky G Casper Martinez
5014,Uwe Boll,Katharine Isabelle,ActionCrimeThriller,Matt Frewer,Rampage,Michael Paré,Uwe Boll Katharine Isabelle ActionCrimeThriller Matt Frewer Michael Paré
5015,Richard Linklater,Richard Linklater,ComedyDrama,Tommy Pallotta,Slacker,Jean Caffeine,Richard Linklater Richard Linklater ComedyDrama Tommy Pallotta Jean Caffeine
5016,Joseph Mazzella,Mikaal Bates,CrimeDramaThriller,Tjasa Ferme,Dutch Kills,Damon Owlia,Joseph Mazzella Mikaal Bates CrimeDramaThriller Tjasa Ferme Damon Owlia
5017,Travis Legge,Suzi Lorraine,ComedyRomance,Kristen Seavey,Dry Spell,Travis Legge,Travis Legge Suzi Lorraine ComedyRomance Kristen Seavey Travis Legge
5018,Alex Kendrick,Lisa Arnold,Drama,Shannen Fields,Flywheel,Janet Lee Dapper,Alex Kendrick Lisa Arnold Drama Shannen Fields Janet Lee Dapper
5019,Marcus Nispel,Brittany Curran,HorrorMysteryThriller,Ashley Tramonte,Exeter,Lindsay MacDonald,Marcus Nispel Brittany Curran HorrorMysteryThriller Ashley Tramonte Lindsay MacDonald
5020,Brandon Landers,Alana Kaniewski,DramaHorrorThriller,Robbie Barnes,The Ridges,Brandon Landers,Brandon Landers Alana Kaniewski DramaHorrorThriller Robbie Barnes Brandon Landers
5021,Jay Duplass,Katie Aselton,ComedyDramaRomance,Mark Duplass,The Puffy Chair,Bari Hyman,Jay Duplass Katie Aselton ComedyDramaRomance Mark Duplass Bari Hyman
5022,Jim Chuchu,Olwenya Maina,Drama,Paul Ogola,Stories of Our Lives,Mugambi Nthiga,Jim Chuchu Olwenya Maina Drama Paul Ogola Mugambi Nthiga
5023,Daryl Wein,Heather Burns,Romance,Zoe Lister-Jones,Breaking Upwards,Ebon Moss-Bachrach,Daryl Wein Heather Burns Romance Zoe Lister-Jones Ebon Moss-Bachrach
5024,Jason Trost,Jason Trost,Sci-FiThriller,Sean Whalen,All Superheroes Must Die,Nick Principe,Jason Trost Jason Trost Sci-FiThriller Sean Whalen Nick Principe
5025,John Waters,Mink Stole,ComedyCrimeHorror,Divine,Pink Flamingos,Edith Massey,John Waters Mink Stole ComedyCrimeHorror Divine Edith Massey
5026,Olivier Assayas,Béatrice Dalle,DramaMusicRomance,Maggie Cheung,Clean,Don McKellar,Olivier Assayas Béatrice Dalle DramaMusicRomance Maggie Cheung Don McKellar
5027,Jafar Panahi,Nargess Mamizadeh,Drama,Fereshteh Sadre Orafaiy,The Circle,Mojgan Faramarzi,Jafar Panahi Nargess Mamizadeh Drama Fereshteh Sadre Orafaiy Mojgan Faramarzi
5028,Ivan Kavanagh,Michael Parle,Horror,Patrick O'Donnell,Tin Can Man,Emma Eliza Regan,Ivan Kavanagh Michael Parle Horror Patrick O'Donnell Emma Eliza Regan
5029,Kiyoshi Kurosawa,Anna Nakagawa,CrimeHorrorMysteryThriller,Kôji Yakusho,The Cure,Denden,Kiyoshi Kurosawa Anna Nakagawa CrimeHorrorMysteryThriller Kôji Yakusho Denden
5030,Tadeo Garcia,Michael Cortez,Drama,Tatiana Suarez-Pico,On the Downlow,Eric Ambriz,Tadeo Garcia Michael Cortez Drama Tatiana Suarez-Pico Eric Ambriz
